LOC100506869	NR_126341.1
SLC16A4	NM_004696.2
SLC16A7	NM_001270622.1
SLC16A6	NM_001174166.1
ARHGAP30	NM_001025598.1
ARHGAP31	NM_020754.3
ARHGAP32	NM_001142685.1
ARHGAP33	NM_052948.3
ARHGAP35	NM_004491.4
ARHGAP36	NM_144967.3
TTR	NM_000371.3
ARHGAP39	NM_025251.2
SMIM10L2B	NR_024493.2
CFAP206	NM_001031743.2
LYVE1	NM_006691.3
HECTD1	NM_015382.3
CACNA1H	NM_021098.2
CACNA1I	NM_021096.3
SYCP2	NM_014258.2
CACNA1B	NM_000718.3
CACNA1C	NM_199460.3
CACNA1D	NM_000720.3
CACNA1E	NM_001205293.1
CACNA1F	NM_005183.3
CACNA1G	NM_018896.4
TMEM262	NM_001282448.1
SYCP1	NM_001282541.1
TMEM263	NM_152261.2
BMP8A	NM_181809.3
BMP8B	NM_001720.3
HOTAIR	NR_047517.1
TMEM261	NM_033428.1
BGLAP	NM_199173.5
LOC100131257	NR_034022.1
STPG2-AS1	NR_102713.1
SLC15A2	NM_021082.3
COIL	NM_004645.2
SLC15A1	NM_005073.3
SLC15A4	NM_145648.3
SLC15A5	NM_001170798.1
CDY1B	NM_001003895.1.2
CDY1B	NM_001003895.1
PQBP1	NM_001032381.1
SLBP	NM_006527.3
C4orf22	NM_001206997.1
HIF1A	NM_001243084.1
C4orf26	NM_001206981.1
RNVU1-20	NR_125392.1
TNRC18P1	NR_077215.1
ABCF3	NM_018358.2
ABCF2	NM_005692.4
ABCF1	NM_001025091.1
ABCF1	NM_001025091.1.2
ABCF1	NM_001025091.1.5
ABCF1	NM_001025091.1.3
ABCF1	NM_001025091.1.4
ABCF1	NM_001025091.1.6
ABCF1	NM_001025091.1.7
LOC100130705	NM_001195150.1
PJA1	NM_145119.3
PJA2	NM_014819.4
PRKAB2	NM_005399.4
PRKAB1	NM_006253.4
SIKE1	NM_001102396.1
PAX5	NM_016734.2
PAX4	NM_006193.2
PAX7	NM_002584.2
PAX6	NM_001258462.1
PAX1	NM_006192.4
PAX3	NM_181459.3
CASP1P2	NR_131905.1
LOC286114	NR_033894.1
PTH2	NM_178449.3
PAX9	NM_006194.3
PAX8	NM_003466.3
DDR2	NM_001014796.1
DDR1	NM_013994.2.2
DDR1	NM_013994.2
DDR1	NM_013994.2.5
DDR1	NM_013994.2.4
DDR1	NM_001202523.1.3
DDR1	NM_013994.2.3
LRCH4	NM_002319.4
LRCH1	NM_001164211.1
LRCH2	NM_020871.3
LRCH3	NM_032773.3
MBD3L1	NM_145208.2
MBD3L2	NM_144614.3
MBD3L3	NM_001164425.1
MBD3L4	NM_001164419.1
MBD3L5	NM_001136507.1
C15orf39	NM_015492.4
C15orf32	NM_153040.2
PDE7A	NM_001242318.2
TEX26-AS1	NR_038287.1
TPPP2	NM_173846.4
DSG2	NM_001943.3
DSG3	NM_001944.2
ZNF107	NM_001282359.1
DSG1	NM_001942.3
ZNF101	NM_033204.3
ZNF100	NM_173531.3
ZNF100	NM_173531.3.2
DSG4	NM_001134453.1
SH3BP5L	NM_030645.1
DET1	NM_017996.3
FAM53B-AS1	NR_120630.1
NRBF2	NM_030759.4
KCNJ3	NM_002239.3
KCNJ2	NM_000891.2
KCNJ1	NM_000220.4
TRAFD1	NM_001143906.1
KCNJ6	NM_002240.4
KCNJ5	NM_000890.3
KCNJ4	NM_004981.1
KCNJ9	NM_004983.2
KCNJ8	NM_004982.3
LRRC37A	NM_014834.4.3
LRRC37A	NM_014834.4.2
LRRC37A	NM_014834.4
LRRC37B	NM_052888.2
LOC283440	NR_033958.1
OR2J2	NM_030905.2.6
OR2J2	NM_030905.2.7
OR2J2	NM_030905.2.4
OR2J2	NM_030905.2.5
OR2J2	NM_030905.2.2
OR2J2	NM_030905.2.3
OR2J2	NM_030905.2
OR2J2	NM_030905.2.8
OR2J3	NM_001005216.3.3
OR2J3	NM_001005216.3.2
OR2J3	NM_001005216.3
OR2J3	NM_001005216.3.7
OR2J3	NM_001005216.3.6
OR2J3	NM_001005216.3.5
OR2J3	NM_001005216.3.4
OR2J3	NM_001005216.3.8
CMYA5	NM_153610.4
PEX19	NM_002857.3
MIR4738	NR_039892.1
MIR4731	NR_039884.1
PEX10	NM_153818.1
PEX13	NM_002618.3
PEX12	NM_000286.2
MIR4735	NR_039888.1
MIR4734	NR_039887.1.2
MIR4734	NR_039887.1
MIR4737	NR_039890.1
PEX16	NM_057174.2
LOC101928020	NR_110291.1
ELK2AP	NR_046211.1
ELK2AP	NR_046211.1.2
RFXANK	NM_003721.3
LOC100289561	NM_001242713.1
FAM71D	NM_173526.3
FAM71B	NM_130899.2
FAM71C	NM_153364.3
FAM71A	NM_153606.3
OGG1	NM_016821.2
SESN3	NM_144665.3
AOX2P	NR_001557.4
MIR3173	NR_036131.1
MIR3170	NR_036129.1
MIR3171	NR_130461.1
MIR3176	NR_036137.1
MIR3177	NR_036138.1
MIR3174	NR_036135.1
MIR3175	NR_036136.1
MIR3178	NR_036139.1
LOC730668	NR_027240.1
CALN1	NM_031468.3
TAT-AS1	NR_103851.1
CSTL1	NM_138283.1
ATP6V1G2-DDX39B	NR_037853.1.8
ATP6V1G2-DDX39B	NR_037853.1.7
ATP6V1G2-DDX39B	NR_037853.1.6
ATP6V1G2-DDX39B	NR_037853.1.5
ATP6V1G2-DDX39B	NR_037853.1.4
ATP6V1G2-DDX39B	NR_037853.1.3
ATP6V1G2-DDX39B	NR_037853.1.2
ATP6V1G2-DDX39B	NR_037853.1
TBRG1	NM_032811.2
TBRG4	NM_001261834.1
MIR1255A	NR_031656.1
PLEKHJ1	NM_001300836.1
SNORA7B	NR_002992.2
SNORA7A	NR_002582.1
CRMP1	NM_001014809.2
FN3K	NM_022158.3
RNF44	NM_014901.4
RNF43	NM_001305544.1
RNF41	NM_001242826.1
RNF40	NM_001286572.2
DCUN1D1	NM_020640.3
DCUN1D2	NM_001014283.1
DCUN1D3	NM_173475.2
DCUN1D4	NM_001287755.1
DCUN1D5	NM_032299.3
SNORA79	NR_003021.2
LINC01003	NR_027387.1
SNORA77	NR_003019.1
SNORA75	NR_002921.1
SNORA72	NR_002581.1
SNORA70	NR_000011.1
USMG5	NM_001206426.1
MTTP	NM_001300785.1
AIFM2	NM_001198696.1
AIFM3	NM_144704.2
IL17RE	NM_153483.2
AIFM1	NM_004208.3
IL17RC	NM_153461.3
MATK	NM_002378.3
IL17RA	NM_014339.6
ANKRD53	NM_001115116.1
FOXR1	NM_181721.2
FOXR2	NM_198451.3
FFAR2	NM_005306.2
FFAR3	NM_005304.3
MUC5B	NM_002458.2
KDM8	NM_001145348.1
NCOR1	NM_006311.3
SCAPER	NM_020843.2
TEK	NM_000459.4
AVEN	NM_020371.2
TEC	NM_003215.2
REPS1	NM_001286611.1
TEF	NM_003216.3
REPS2	NM_004726.2
FFAR4	NM_181745.3
TES	NM_015641.3
MSS51	NM_001024593.1
RAP2B	NM_002886.3
RAP2C	NM_001271186.1
RAP2A	NM_021033.6
FAM231A	NM_001282321.1
FAM231A	NM_001282321.1.2
FAM231A	NM_001282321.1.3
FAM231C	NM_001310138.1.2
FAM231C	NM_001310138.1.3
FAM231C	NM_001310138.1
FAM231B	NM_001310155.1
CACNA1C-AS1	NR_045725.1
CACNA1C-AS2	NR_046579.1
CORT	NM_001302.4
NUP210L	NM_207308.2
DAPP1	NM_014395.2
CTGF	NM_001901.2
LOC100506472	NR_040535.1
LOC100506470	NR_109919.1
LOC100506476	NR_109995.1
LOC100506474	NR_038434.1
OVOL3	NM_001302757.1
OVOL2	NM_021220.3
OVOL1	NM_004561.3
M1AP	NM_138804.4
HADHB	NM_000183.2
HADHA	NM_000182.4
RPS19BP1	NM_194326.3
LOC101927181	NR_108066.1
ZNF91	NM_003430.3
MIR3689D2	NR_039694.1
MIR3689D1	NR_039693.1
LOC101243545	NR_102265.2
DKFZP434I0714	NR_033797.2
AMH	NM_000479.3
ALS2	NM_020919.3
LOC101060091	NR_110174.1
LRRC52	NM_001005214.3
APOA1-AS	NR_126362.1
PLXNB1	NM_001130082.2
LRRC56	NM_198075.3.2
LRRC56	NM_198075.3
RTF1	NM_015138.4
LRRC55	NM_001005210.2
LRRC58	NM_001099678.1
LRRC59	NM_018509.3
MIR548BB	NR_128708.1
MIR548BA	NR_107011.1
AP1M2	NM_001300887.1
AP1M1	NM_001130524.1
CCDC146	NM_020879.2
CCDC141	NM_173648.3
LOC100505921	NR_110018.1
CCDC142	NM_032779.3
CCDC149	NM_001130726.2
CCDC148	NM_138803.3
TKTL1	NM_012253.3
TKTL2	NM_032136.4
FAM3A	NM_001282311.1
RAET1K	NR_024045.1
TBX22	NM_001109878.1.2
TBX22	NM_001109878.1
BRCAT54	NR_109862.1
MTUS2-AS1	NR_046378.1
OSBPL8	NM_020841.4
OSBPL9	NM_148909.3
OSBPL2	NM_144498.2
OSBPL3	NM_015550.3
LOC100507406	NR_121618.1
OSBPL6	NM_001201480.1
OSBPL7	NM_145798.2
OSBPL5	NM_020896.3
LINC01082	NR_103859.1
LINC01080	NR_104138.1
LINC01081	NR_104139.1
LINC01087	NR_108087.1
LINC01085	NR_033931.1
TUBB4B	NM_006088.5
TUBB4A	NM_001289123.1
LINC01089	NR_002809.2
RPS7P5	NR_036695.1
GAS8-AS1	NR_122031.1
LOC101927100	NR_109874.1
GPR137C	NM_001099652.1
GPR137B	NM_003272.3
MIR1909	NR_031730.1
MIR1908	NR_031729.1
LINC00689	NR_024394.1
LINC00687	NR_110635.1
SVIL-AS1	NR_110920.1
LINC00684	NR_034116.1.2
LINC00684	NR_034116.1
LINC00683	NR_120419.1
LINC00682	NR_104143.1
LINC00681	NR_102423.1
LINC00680	NR_132994.1
MIR190A	NR_029709.1
MIR190B	NR_030600.1
DCDC5	NM_020869.3
DCDC1	NM_181807.3
DCDC2	NM_001195610.1
MIR608	NR_030339.1
MIR609	NR_030340.1
MIR600	NR_030331.1
MIR601	NR_030332.1
MIR602	NR_030333.1
MIR603	NR_030334.1
MIR604	NR_030335.1
MIR605	NR_030336.1
ERMP1	NM_024896.2
CTAGE10P	NR_003268.3
LINC00354	NR_120401.1
LINC00351	NR_046989.1
LINC00350	NR_046988.1
LINC00353	NR_046991.1
MIR6831	NR_106889.1
MIR3939	NR_037504.1
LINC00359	NR_051966.1
LINC00358	NR_046995.1
OR4K5	NM_001005483.1
GUSBP10	NR_030766.1
FAM153C	NR_038353.1
OR4K1	NM_001004063.2
OR4K2	NM_001005501.1
RNPEPL1	NM_018226.4
RNA45S5	NR_046235.1
RNA45S5	NR_046235.1.3
RNA45S5	NR_046235.1.2
LOC101928211	NR_110180.1
MINOS1	NM_001204083.1
CCBE1	NM_133459.3
SS18	NM_001007559.2
AADACL4	NM_001013630.1
AADACL3	NM_001103170.2
AADACL2	NM_207365.3.2
AADACL2	NM_207365.3
LMO1	NM_002315.2
LMO2	NM_005574.3
LMO3	NM_001243613.1
LMO4	NM_006769.3
LMO7	NM_001306080.1
C3orf49	NR_026866.1
ERBB2	NM_004448.3
THCAT158	NR_110880.1
MIR509-2	NR_030586.1
MIR509-2	NR_030586.1.2
THCAT155	NR_126055.1
ST8SIA6-AS1	NR_034129.1
AFAP1	NM_001134647.1
LARS2	NM_015340.3
ERBB4	NM_005235.2
GJB1	NM_000166.5
GJB3	NM_001005752.1
GJB2	NM_004004.5
GJB5	NM_005268.3
GJB4	NM_153212.2
GJB7	NM_198568.2
GJB6	NM_001110219.2
ZNF75A	NM_001302109.1
PSMC1	NM_002802.2
PSMC2	NM_002803.3
PSMC3	NM_002804.4
PSMC4	NM_006503.3
PSMC5	NM_002805.5
PSMC6	NM_002806.3
NFX1	NM_002504.4
CEP85	NM_022778.3
TLR8-AS1	NR_030727.1
IFT172	NM_015662.2
FN3KRP	NM_024619.3
LOC101928227	NR_120330.1
LOC101928226	NR_125950.1
C9orf153	NM_001276366.1
LOC101928222	NR_110235.1
APITD1-CORT	NM_198544.3
PRC1-AS1	NR_051984.1
MARCH5	NM_017824.4
MARCH4	NM_020814.2
MARCH7	NM_001282805.1
MARCH6	NM_005885.3
MARCH1	NM_001166373.1
MARCH3	NM_178450.4
FKBP1A-SDCBP2	NR_037661.1
FOXI1	NM_012188.4
TMEM177	NM_001105198.1
FOXI3	NM_001135649.1
TMEM175	NM_032326.3
MARCH9	NM_138396.5
TMEM173	NM_198282.3
CLSTN2	NM_022131.2
TMEM171	NM_173490.7
CCDC183-AS1	NR_024580.1
TMEM100	NM_001099640.1
ALMS1P	NR_003683.2
LINC00276	NR_103814.2
EPHA5	NM_001281765.1
ELSPBP1	NM_022142.4
CDKN2B	NM_004936.3
CDKN2C	NM_001262.2
CDKN2A	NM_001195132.1
CDKN2D	NM_001800.3
MIR1251	NR_031653.1
MIR1250	NR_031652.1
EDEM2	NM_018217.2
EDEM3	NM_025191.3
EDEM1	NM_014674.2
SAP30L	NM_024632.5
UQCRBP1	NR_002308.1
CCL2	NM_002982.3
CCL3	NM_002983.2
CCL3	NM_002983.2.4
CCL3	NM_002983.2.3
CCL3	NM_002983.2.2
CCL1	NM_002981.2
CCL7	NM_006273.3
CCL4	NM_002984.3.2
CCL4	NM_002984.3.3
CCL4	NM_002984.3
CCL5	NM_001278736.1.2
CCL5	NM_001278736.1
CCL8	NM_005623.2
VPS13A-AS1	NR_026668.2
HCCS	NM_001122608.2
OR2AG2	NM_001004490.1
OR2AG1	NM_001004489.2
UBP1	NM_001128161.1
PERM1	NM_001291366.1
ZNF582-AS1	NR_037160.1
UBE2Q2L	NM_001243531.1
C8orf59	NM_001099670.2
LOC284930	NR_122046.1
LOC284933	NR_038917.1
KDM6A	NM_001291415.1
HMSD	NM_001123366.1
ZNF808	NM_001039886.3
SNORD116-30	NR_047032.1
ZNF805	NM_001023563.3
ZNF806	NM_001304449.1
ZNF800	NM_176814.4
FAM65C	NM_001290268.1
FAM65B	NM_014722.3
FAM65A	NM_001193523.1
QRFPR	NM_198179.2
UGDH-AS1	NR_047679.1
SKOR2	NM_001278063.1
SKOR1	NM_001258024.1
PHB2	NM_001144831.1
ACCS	NM_001127219.1
CD320	NM_016579.3
C16orf45	NM_033201.2
C16orf45	NM_033201.2.2
C16orf47	NM_207385.1
C16orf46	NM_152337.2
INTU	NM_015693.3
GJA10	NM_032602.1
COL9A1	NM_001851.4
AGTPBP1	NM_001286715.1
GPIHBP1	NM_178172.5
TOP1P1	NR_002719.2
LOC389641	NR_033928.1
FBXL2	NM_012157.3
CCDC37-AS1	NR_103787.1
SPIDR	NM_001080394.3
TMEM191B	NM_001242313.1
TMEM191C	NM_001207052.1
TMEM191A	NR_026815.1
LUC7L3	NM_006107.3
LUC7L2	NM_016019.4
FAM131A	NM_144635.4
FAM131B	NM_001031690.2
FAM131C	NM_182623.2
MIR5699	NR_049884.1
MIR5698	NR_049883.1
MIR5691	NR_049874.1
MIR5690	NR_049873.1
MIR5693	NR_049878.1
EHHADH	NM_001966.3
MIR5694	NR_049879.1
MIR5697	NR_049882.1
MIR5696	NR_049881.1
NME4	NM_005009.2
UCKL1-AS1	NR_027287.1
NME6	NM_005793.4
NME7	NM_013330.4
NME1	NM_198175.1
NME2	NM_001018137.2
NME3	NM_002513.2
NME8	NM_016616.4
NME9	NM_178130.2
FREM3	NM_001168235.1
FREM2	NM_207361.5
FREM1	NM_144966.5
PID1	NM_017933.4
ZNF37A	NM_001007094.2
EPB42	NM_000119.2
EPB41	NM_001166005.1
GSKIP	NM_001271904.1
MATR3	NM_001194954.1
SALRNA1	NR_126480.1
LINC01246	NR_110498.1
SALRNA3	NR_126481.1
LINC01241	NR_121604.1
LINC01242	NR_046204.1
SMA4	NR_029426.1.3
SMA4	NR_029426.1.2
SMA4	NR_024054.2.2
SMA4	NR_029426.1.6
SMA4	NR_029426.1.5
SMA4	NR_029426.1.4
SMA4	NR_029426.1
LINC01248	NR_110580.1
LINC01249	NR_034134.1
TIAM1	NM_003253.2
TIAM2	NM_012454.3
LOC103312105	NR_120554.1
GFOD2	NM_030819.3
GFOD1	NM_001242629.1
GFOD1	NM_018988.3
TINCR	NR_027064.2
KATNAL1	NM_001014380.2
KATNAL2	NM_031303.2
ATG10	NM_001131028.1
ATG12	NM_004707.3
ATG13	NM_001205119.1
ATG14	NM_014924.4
MEOX2-AS1	NR_110094.1
ASB5	NM_080874.3
MIR3692	NR_037463.1
MIR3691	NR_037462.1
MIR3690	NR_037461.1
MIR3690	NR_037461.1.2
LINC00597	NR_026813.1
VSTM2L	NM_080607.2
VSTM2A	NM_001301009.1
VSTM2B	NM_001146339.1
LOC100128076	NR_015444.1
C1orf43	NM_001098616.2
PTAFR	NM_000952.4
OPA1-AS1	NR_046634.1
SPICE1	NM_144718.3
FRMD6	NM_001267046.1
LINC00598	NR_024507.2
LOC148709	NR_002929.2
PKNOX1	NM_004571.4
LINC00116	NR_027063.1
LINC00115	NR_024321.1
LINC00114	NR_027066.1
LINC00113	NR_024357.2
LINC00112	NR_024028.2
LINC00111	NR_024367.1
THRAP3	NM_005119.3
CARD11	NM_032415.5
GLCE	NM_015554.1
AIF1L	NM_001185095.1
GSTM1	NM_000561.3
GSTM2	NM_000848.3
GSTM3	NM_000849.4
GSTM4	NM_000850.4
GSTM5	NM_000851.3
COLGALT2	NM_015101.3
COLGALT1	NM_024656.2
LOC647323	NR_033944.1
MIR1245A	NR_031647.1
MIR1245B	NR_039947.1
KRCC1	NM_001304526.1
RCHY1	NM_015436.3
DSTNP2	NR_033796.2
CPT1A	NM_001876.3
CPT1C	NM_001199752.2
CPT1B	NM_001145135.1
TPST2	NM_001008566.1
TPST1	NM_003596.3
MCM7	NM_005916.4
MCM6	NM_005915.5
MCM5	NM_006739.3
MCM4	NM_005914.3
MCM3	NM_002388.4
MCM2	NM_004526.3
N4BP2L2-IT2	NR_026928.1
DUSP15	NM_080611.3
DUSP14	NM_007026.3
DUSP14	NM_007026.3.2
DUSP16	NM_030640.2
DUSP11	NM_003584.2
DUSP10	NM_007207.5
MCM9	NM_017696.2
DUSP12	NM_007240.2
SQSTM1	NM_003900.4
CSH2	NM_020991.3
CSH1	NM_001317.5
EPC2	NM_015630.3
EPC1	NM_025209.3
HSPB11	NM_001316935.1
OPRD1	NM_000911.3
DPF2	NM_006268.4
SBDSP1	NR_024110.1
MIR888	NR_030592.1
MIR889	NR_030595.1
MIR887	NR_030616.1
MIR885	NR_030614.1
PKMYT1	NM_004203.4
SACS-AS1	NR_103450.1
SBF2-AS1	NR_036485.1
BCS1L	NM_001079866.1
LOC401357	NR_130727.1
LOC153684	NR_015447.1
TMF1	NM_007114.2
LOC100507195	NR_120458.1
LOC100507194	NR_038295.1
LOC102723766	NR_125933.1
ANKHD1-EIF4EBP3	NM_020690.5
HORMAD2-AS1	NR_110541.1
LOC102723769	NR_110761.1
LOC646743	NR_033930.1.2
LOC646743	NR_033930.1
SNORD51	NR_002589.1
SNORD52	NR_002742.2.2
SNORD52	NR_002742.2.3
SNORD52	NR_002742.2
SNORD52	NR_002742.2.4
SNORD52	NR_002742.2.5
SNORD53	NR_002741.1
SNORD54	NR_002437.1
SNORD55	NR_000015.2
ZADH2	NM_175907.5
SNORD57	NR_002738.1
CCDC65	NM_033124.4
CCDC64	NM_207311.2
CCDC67	NM_181645.3
VDR	NM_001017536.1
CCDC61	NM_001267723.1
CCDC60	NM_178499.4
CCDC63	NM_152591.2
CCDC62	NM_201435.4
CCDC69	NM_015621.2
CCDC68	NM_001143829.1
EP400	NM_015409.4
CABS1	NM_033122.3
ANKRD18B	NM_001244752.1
ANKRD18A	NM_147195.2
SH2D5	NM_001103161.1
SH2D6	NM_198482.1
SH2D7	NM_001101404.1
TAF12	NM_001135218.1
DENND5B-AS1	NR_046909.1
APLN	NM_017413.4
OSR2	NM_001286841.1
SART1	NM_005146.4
APLF	NM_173545.2
SLC25A40	NM_018843.3
SLC25A41	NM_173637.3
SLC25A42	NM_178526.4
SLC25A43	NM_145305.2
SLC25A44	NM_001286184.1
SLC25A45	NM_182556.3
SLC25A46	NM_138773.2
SLC25A47	NM_207117.2
SLC25A48	NM_145282.4
PDZD7	NM_001195263.1
PDZD4	NM_001303512.1
PDZD3	NM_001168468.1
PDZD2	NM_178140.2
FAM105A	NM_019018.2
ANKEF1	NM_022096.5
PDZD9	NM_173806.3
PDZD8	NM_173791.4
SGPP2	NM_152386.2
SGPP1	NM_030791.3
WTAP	NM_001270531.1
CHEK2P2	NR_038836.1
ATP8A2	NM_016529.5
ATP8A1	NM_006095.2
ADTRP	NM_001143948.1
BLOC1S5-TXNDC5	NR_037616.1
C1orf100	NM_001012970.2
LRRC14B	NM_001080478.1
OR10A3	NM_001003745.1
OR10A3	NM_001003745.1.2
OR10A2	NM_001004460.1
OR10A5	NM_178168.1
OR10A4	NM_207186.2
OR10A7	NM_001005280.1
OR10A6	NM_001004461.1.2
OR10A6	NM_001004461.1
C1orf109	NM_001303031.1
UST	NM_005715.2
TOLLIP-AS1	NR_029409.1
NRAV	NR_038854.1
NRAS	NM_002524.4
PDZD11	NM_016484.4
NRAP	NM_001261463.1
CABLES1	NM_001100619.2
CABLES2	NM_031215.2
UMOD	NM_001278614.1
LIX1L	NM_153713.2
LOC101927374	NR_110133.1
LOC101927378	NR_110079.1
LOC101927379	NR_109881.1
PACS1	NM_018026.3
PACS2	NM_001100913.2
SBNO2	NM_014963.2
SBNO2	NM_014963.2.2
SBNO1	NM_001167856.1
RNF167	NM_015528.1
RNF166	NM_178841.3
RNF165	NM_152470.2
CLEC19A	NM_001256720.1
KCNAB1-AS2	NR_046617.1
KCNAB1-AS1	NR_046618.2
RNF168	NM_152617.3
ZBTB40	NM_001083621.1
ZBTB41	NM_194314.2
ZBTB42	NM_001137601.2
ZBTB43	NM_001135776.1
ZBTB44	NM_001301098.1
ZBTB45	NM_001316978.1
ZBTB46	NM_025224.3
ZBTB47	NM_145166.3
ZBTB48	NM_001278647.1
ZBTB49	NM_145291.3
PCA3	NR_132312.1
TREX1	NM_016381.5
DRICH1	NM_016449.3
P4HA2	NM_001142599.1
P4HA3	NM_001288748.1
P4HA1	NM_000917.3
FDXR	NM_001258012.3
LOC439994	NR_029408.1
LOC100421746	NR_130179.1
MRPL54	NM_172251.2
MRPL55	NM_181462.2
MRPL57	NM_024026.4
MRPL50	NM_019051.2
MRPL51	NM_016497.3
MRPL52	NM_178336.2
MRPL53	NM_053050.4
MIR411	NR_030389.1
MIR410	NR_030156.1
MIR412	NR_030155.1
TRIQK	NM_001171795.1
IQCC	NM_001160042.1
IQCG	NM_001134435.2
IQCE	NM_001287499.1
IQCD	NM_138451.2
IQCK	NM_153208.2
IQCJ	NM_001042705.2
IQCH	NM_001031715.2
WDTC1	NM_001276252.1
FDX1	NM_004109.4
TCF4	NM_001243226.2
DSTYK	NM_015375.2
LOC102503427	NR_105008.1
PPP1R1A	NM_006741.3
PPP1R1C	NM_001261424.1
PPP1R1B	NM_032192.3
GSX2	NM_133267.2
GSX1	NM_145657.2
LOC100422212	NR_104294.1
GLYCAM1	NR_003039.3
NF2	NM_000268.3
NF1	NM_001042492.2
IL5RA	NM_000564.4
BLM	NM_000057.3
PPP1R10	NM_002714.3
PPP1R10	NM_002714.3.5
PPP1R10	NM_002714.3.4
PPP1R10	NM_002714.3.7
PPP1R10	NM_002714.3.6
PPP1R10	NM_002714.3.3
PPP1R10	NM_002714.3.2
GOLGA2P2Y	NR_001555.2
GOLGA2P2Y	NR_001555.2.2
BLK	NM_001715.2
PPP1R18	NM_001134870.1.5
PPP1R18	NM_001134870.1.4
PPP1R18	NM_001134870.1.7
PPP1R18	NM_001134870.1.6
PPP1R18	NM_001134870.1.3
PPP1R18	NM_001134870.1.2
PPP1R18	NM_001134870.1.8
PPP1R18	NM_001134870.1
LOC102577426	NR_108031.1
SIRPB2	NM_001122962.1
SIRPB1	NM_001135844.2
ATXN7	NM_001177387.1
ATXN2	NM_002973.3
ATXN3	NM_004993.5
ATXN1	NM_000332.3
OR6Y1	NM_001005189.1
STRIP1	NM_033088.3
STRIP2	NM_020704.2
IFI44L	NM_006820.3
SPDYE4	NM_001128076.1
LOC100132304	NR_120493.1.2
LOC100132304	NR_120493.1
OR7E156P	NR_002171.2
LEPR	NM_002303.5
LOC400927-CSNK1E	NM_001289912.1
LASP1	NM_006148.3
MICALL1	NM_033386.3
MICALL2	NM_182924.3
SNORD116-26	NR_003340.2
SNORD116-20	NR_003334.2
CNOT1	NM_016284.4
PEAR1	NM_001080471.1
SNORD116-29	NR_003360.1
TMEM5-AS1	NR_126167.1
CRISP1	NM_001131.2
CRISP3	NM_001190986.1
CRISP2	NM_001142407.2
FRG1HP	NR_034006.2
HHIP-AS1	NR_037595.1
OR6C65	NM_001005518.1
VEPH1	NM_001167912.1
MREG	NM_018000.2
OR6C68	NM_001005519.2
KLF10	NM_005655.3
LOC255654	NR_040002.1
SMARCA5-AS1	NR_104027.1
MIR7846	NR_107000.1
MIR7847	NR_107001.1
MIR7844	NR_106998.1
MIR7845	NR_106999.1
MIR7843	NR_106994.1
MIR7848	NR_107002.1
MIR7849	NR_107003.1
FGF14-AS1	NR_125912.1
FGF14-AS2	NR_036487.1
SYNJ2BP	NM_018373.2
EEFSEC	NM_021937.4
DPY19L1P2	NR_132360.1
DPY19L1P1	NR_036680.1
NHEJ1	NM_024782.2
KPTN	NM_007059.3
CYLC1	NM_021118.2
SCARB2	NM_005506.3
SCARB1	NM_005505.4
HULC	NR_004855.2
RRAD	NM_001128850.1
RRAS	NM_006270.4
FAM129A	NM_052966.3
FAM129C	NM_173544.4
FAM129B	NM_022833.3
RNPS1	NM_001286625.1
NCF1C	NR_003187.3
NCF1B	NR_003186.1
PWARSN	NR_022011.1
MIR4477B	NR_039689.1
MIR4477B	NR_039689.1.2
MIR4477B	NR_039689.1.3
MYBPC3	NM_000256.3
MYBPC2	NM_004533.3
MYBPC1	NM_001254718.1
MGC45922	NR_038359.1
SH3D21	NM_001162530.1
SPRY3	NM_001304990.1
SPRY3	NM_005840.2.2
TRPC3	NM_001130698.1
SPRY1	NM_001258038.1
TRPC1	NM_001251845.1
TRPC6	NM_004621.5
TRPC7	NM_020389.2
TRPC4	NM_003306.1
SPRY4	NM_030964.3
RASSF10	NM_001080521.2
LOC554223	NR_132323.1
LOC554223	NR_132323.1.2
LOC554223	NR_132323.1.3
LOC554223	NR_132323.1.6
LOC554223	NR_132323.1.7
LOC554223	NR_132323.1.4
LOC554223	NR_132323.1.5
LOC554223	NR_132323.1.8
TNFSF14	NM_003807.3
TBX10	NM_005995.4
USF3	NM_001009899.3
USF1	NM_001276373.1
TBX15	NM_152380.2
TBX18	NM_001080508.2
TBX19	NM_005149.2
UTP15	NM_032175.3
AMBRA1	NM_001267782.1
DICER1-AS1	NR_015415.1
OR2T29	NM_001004694.2
SCARNA9L	NR_023358.1
OR2T27	NM_001001824.1
RBMX	NM_002139.3
SLIRP	NM_031210.5
NDUFS1	NM_001199984.1
NDUFS2	NM_004550.4
LINC01160	NR_034126.1
LINC01163	NR_120619.1
LINC01162	NR_126381.1
NOD1	NM_006092.2
LINC01164	NR_038365.1
LINC01167	NR_125763.1
LINC01166	NR_120626.1
LINC01169	NR_110372.1
LINC01168	NR_046231.1
DYNC1H1	NM_001376.4
CCNB3	NM_033031.2
CCNB2	NM_004701.3
CCNB1	NM_031966.3
VPS18	NM_020857.2
VPS16	NM_022575.3
VPS11	NM_021729.5
LOC100506801	NR_038404.1
TAS2R60	NM_177437.1
LOC643339	NR_040096.1
TOB2P1	NR_002936.2
PPY2P	NR_002181.1
DISC1FP1	NR_104190.1
TPD52	NM_001287140.1
C6orf99	NM_001195032.1
PZP	NM_002864.2
QPCTL	NM_017659.3
DLEU1-AS1	NR_125753.1
SFRP5	NM_003015.3
