OR5J7P	ENST00000534621
CASC2	ENST00000435944
RP11-417O11.5	ENST00000416076
LYPLA1P1	ENST00000434514
CBR3-AS1	ENST00000432988
SNORD55	ENST00000581525
ALG12	ENST00000330817
PROX1	ENST00000261454
IGLV1-41	ENST00000519790
KIF3A	ENST00000403231
RP11-19P22.5	ENST00000583179
AMOTL2	ENST00000514516
RP4-730D4.1	ENST00000446195
NUS1P4	ENST00000401550
CLNS1AP1	ENST00000435954
ZNF609	ENST00000326648
KLF10	ENST00000285407
PREX1	ENST00000371941
BANF1	ENST00000312175
VSTM1	ENST00000609920
VSTM1	ENST00000609390
VSTM1	ENST00000608146
VSTM1	ENST00000604425
VSTM1	ENST00000608331
VSTM1	ENST00000608718
VSTM1	ENST00000609584
VSTM1	ENST00000609951
VSTM1	ENST00000338372
VSTM1	ENST00000609266
RP11-583F2.5	ENST00000581796
KRT18P8	ENST00000581937
UPK1A-AS1	ENST00000443196
CCNB1	ENST00000256442
CA9	ENST00000378357
RP11-170L9.1	ENST00000531124
KB-1592A4.15	ENST00000420508
RERG	ENST00000256953
RP11-767C1.1	ENST00000448129
CRIP1	ENST00000477724
CRIP1	ENST00000603619
CRIP1	ENST00000605516
CRIP1	ENST00000330233
RP5-1077H22.2	ENST00000569502
RPL17P37	ENST00000490729
C2orf78	ENST00000409561
WDR31	ENST00000374193
PPIAP19	ENST00000486414
HNRNPA1P28	ENST00000424481
RNU6-532P	ENST00000384318
AC007064.24	ENST00000442403
MIR4421	ENST00000578133
SNX25P1	ENST00000441817
CTD-2534I21.9	ENST00000593177
OR4R1P	ENST00000529879
GCG	ENST00000375497
ENO1-AS1	ENST00000442636
RNU6-1144P	ENST00000384247
AC114814.3	ENST00000449362
IVNS1ABP	ENST00000367498
OR51G2	ENST00000322013
MCCC1	ENST00000265594
RP11-48L13.1	ENST00000458047
RNU4-77P	ENST00000516692
RP11-493L12.4	ENST00000547777
RP11-650L12.1	ENST00000560094
CTD-2267D19.2	ENST00000581080
CTD-2267D19.3	ENST00000578774
RP11-419J16.1	ENST00000582470
SMOC1	ENST00000361956
RBM22P6	ENST00000457210
RBM22P6	ENST00000600184
SLC6A15	ENST00000266682
OR2AO1P	ENST00000476497
DKK1	ENST00000373970
RP11-564C24.1	ENST00000485389
MMD2	ENST00000404774
GIGYF2	ENST00000373566
RP11-399F2.2	ENST00000507203
RP11-345K20.2	ENST00000440913
CCDC116	ENST00000292779
CCDC51	ENST00000395694
CD36	ENST00000309881
WI2-1896O14.1	ENST00000579144
WI2-1896O14.1	ENST00000313342
ZIC5	ENST00000267294
RFWD3	ENST00000361070
VN1R40P	ENST00000455196
PCAT4	ENST00000504263
SNORD115-29	ENST00000362834
RP11-25C15.1	ENST00000441783
CDC42P2	ENST00000448566
C1QTNF9B	ENST00000382137
RP11-414C16.1	ENST00000394974
C8orf88	ENST00000517562
RP11-417L14.1	ENST00000415694
LINC00893	ENST00000609369
RP11-122C21.1	ENST00000518416
IGHVIII-25-1	ENST00000522143
IGHVIII-25-1	ENST00000604874
OR2B2	ENST00000303324
RP11-661A12.7	ENST00000529247
RP11-504G3.4	ENST00000540985
RNU6-1312P	ENST00000362425
RNA5SP262	ENST00000516452
ZIM3	ENST00000269834
RP11-401F2.2	ENST00000582714
RP11-277B15.3	ENST00000606967
GALNTL5	ENST00000392800
AMBRA1	ENST00000458649
ELMO3	ENST00000393997
SLC7A2	ENST00000004531
RNASE13	ENST00000382951
PRSS38	ENST00000366757
IGHV1-67	ENST00000519713
IGHV1-67	ENST00000604573
CCDC141	ENST00000420890
AC010132.10	ENST00000433315
LL0XNC01-116E7.4	ENST00000597247
LL0XNC01-116E7.4	ENST00000451950
TTLL7-IT1	ENST00000455929
RP11-495K9.9	ENST00000542797
FAM86JP	ENST00000485843
KB-1073A2.1	ENST00000528550
GTF2IP2	ENST00000424290
OR2A25	ENST00000408898
RPL15P1	ENST00000439981
SKIV2L2	ENST00000230640
PATE2	ENST00000358524
RP1-192P9.1	ENST00000534915
HNRNPA1P11	ENST00000580106
RP11-168A11.4	ENST00000505179
SLC38A5	ENST00000595796
SLC38A5	ENST00000317669
RPS19BP1	ENST00000334678
RP11-22A3.2	ENST00000506899
KRTAP4-9	ENST00000574465
KRTAP4-9	ENST00000391415
MTND2P6	ENST00000455337
RP11-184E9.2	ENST00000562632
DDX11L1	ENST00000456328
OR1P1	ENST00000571766
RP11-707P17.2	ENST00000559977
RP11-555K12.2	ENST00000496058
RP11-463I20.3	ENST00000560140
HMGB3P32	ENST00000567416
HORMAD2	ENST00000336726
LSP1P3	ENST00000601986
RNA5SP119	ENST00000362715
RP11-686D22.5	ENST00000589099
RP11-1007O24.3	ENST00000565181
RNA5SP477	ENST00000362639
DNAJC13	ENST00000260818
RP11-100L22.3	ENST00000521317
CTA-268H5.14	ENST00000609206
DIAPH1	ENST00000253811
FZD10	ENST00000229030
MSRB3	ENST00000355192
RP11-410L14.1	ENST00000517978
GPR39	ENST00000329321
EI24P2	ENST00000397776
ARFGEF2	ENST00000371917
RP11-93K22.6	ENST00000509201
OR6B1	ENST00000408922
KRT8P23	ENST00000560090
CTD-2020K17.3	ENST00000587534
LINC00430	ENST00000457672
RP11-53B2.1	ENST00000590468
RP11-30L15.4	ENST00000523153
MIR3163	ENST00000581592
RP11-810F22.1	ENST00000604322
KRT19P6	ENST00000510983
AC018696.1	ENST00000428749
ADAM11	ENST00000200557
RP1-4G17.2	ENST00000576271
AGTPBP1	ENST00000376109
TSPY7P	ENST00000431358
RP11-380F14.2	ENST00000419815
RNU6-1155P	ENST00000363554
RP4-539M6.14	ENST00000610156
FSTL4	ENST00000265342
SSX5	ENST00000594016
SSX5	ENST00000311798
CR848007.2	ENST00000442354
RPL39P33	ENST00000478577
ITCH-AS1	ENST00000454205
RP11-449P15.2	ENST00000609998
CFHR5	ENST00000367414
RP11-72I8.1	ENST00000569858
IFNA10	ENST00000357374
ARRDC2	ENST00000222250
LYPD2	ENST00000359228
SCARNA18	ENST00000516215
SCARNA18	ENST00000459004
SCARNA18	ENST00000516882
SCARNA18	ENST00000516796
SCARNA18	ENST00000516330
SCARNA18	ENST00000516505
CTD-2008P7.6	ENST00000584928
MIR519B	ENST00000385090
AC012361.1	ENST00000447260
RN7SKP110	ENST00000410146
DBX2	ENST00000332700
RP11-812E19.14	ENST00000561990
LSM12P1	ENST00000411836
RPL23AP2	ENST00000455510
AC007731.1	ENST00000578704
TCEB1P35	ENST00000604289
RP1-30M3.6	ENST00000606921
RP11-295H24.3	ENST00000560489
RN7SL296P	ENST00000585237
PRSS57	ENST00000329267
CLDN22	ENST00000323319
LINC00458	ENST00000423442
AC103564.7	ENST00000437330
UNC93B2	ENST00000285383
RP11-26E5.1	ENST00000519048
TARBP2	ENST00000266987
RNU2-66P	ENST00000410650
RNU6-53P	ENST00000365367
RNU6-1200P	ENST00000384162
C2CD4C	ENST00000332235
SPATC1L	ENST00000291672
VAV2	ENST00000371850
BTBD16	ENST00000368994
RP11-9G1.3	ENST00000505289
COL4A3BP	ENST00000380494
SULT1D1P	ENST00000458020
RP11-16L21.7	ENST00000450154
SRGAP3-AS2	ENST00000450920
MTRF1	ENST00000430347
SNORD115-23	ENST00000364461
INPP5D	ENST00000359570
RPLP1P13	ENST00000434567
RP11-166B2.5	ENST00000562802
PRDX3P1	ENST00000418695
MIR1255B1	ENST00000439234
PCDHB7	ENST00000608149
PCDHB7	ENST00000231137
AC097463.2	ENST00000421074
RNU6-28P	ENST00000362378
AATF	ENST00000225402
CTB-180A7.8	ENST00000398173
RP11-468N14.13	ENST00000608365
CNOT8	ENST00000285896
CECR2	ENST00000262608
RNF113A	ENST00000371442
RP11-647F2.2	ENST00000585167
KCNJ5	ENST00000338350
CXCL5	ENST00000296027
VN1R42P	ENST00000424651
RP11-162A23.5	ENST00000536479
FAM47E-STBD1	ENST00000237642
FAM47E-STBD1	ENST00000515604
RNU6-1269P	ENST00000391139
RP11-529A4.7	ENST00000527152
RBMY1E	ENST00000382659
RP11-669E14.4	ENST00000574252
RP11-275I4.1	ENST00000559544
CDH2	ENST00000269141
MAP3K1	ENST00000399503
C8G	ENST00000224181
RP11-345I18.1	ENST00000424885
RPS17P14	ENST00000382740
RP4-701O16.5	ENST00000520729
AP002954.4	ENST00000526274
AP002954.4	ENST00000594737
SNX29	ENST00000566228
RP11-134K13.2	ENST00000454078
RP1-90G24.11	ENST00000608926
AC005009.1	ENST00000423979
MTND6P2	ENST00000512226
RP11-156J23.1	ENST00000441503
CTC-435M10.10	ENST00000598988
RP11-279O17.3	ENST00000564185
FNBP1P1	ENST00000551203
FRMD6	ENST00000344768
WI2-89927D4.1	ENST00000511554
VPS53	ENST00000437048
CAPN1	ENST00000279247
SLC9A3P2	ENST00000447821
YIPF7	ENST00000332990
RP11-151H2.3	ENST00000567709
TSSK2	ENST00000399635
AC008173.1	ENST00000418901
DMXL2	ENST00000543779
LRIF1	ENST00000369763
IL34	ENST00000288098
RP13-539F13.3	ENST00000512833
BCAT1	ENST00000539282
SLC25A15P2	ENST00000457292
CTD-2525I3.3	ENST00000599125
DRGX	ENST00000434016
ST13P20	ENST00000447996
GABRB2	ENST00000274547
RP11-5C23.2	ENST00000609134
CTD-2218G20.2	ENST00000505518
RP11-232L2.1	ENST00000512837
RP4-613B23.1	ENST00000438017
SCARNA21	ENST00000516057
SCARNA21	ENST00000515996
SCARNA21	ENST00000517026
SCARNA21	ENST00000516600
RP11-27K13.3	ENST00000445523
MIR1273D	ENST00000577266
PPP1R3F	ENST00000596845
PPP1R3F	ENST00000055335
IPO7P2	ENST00000451446
NUP35	ENST00000295119
RP11-430G17.3	ENST00000605725
LAMTOR3P2	ENST00000504479
RPS7P9	ENST00000414704
HEXIM2	ENST00000307275
ARL2BPP3	ENST00000400435
AC005534.8	ENST00000455709
ZNF385D	ENST00000281523
RP11-558A11.3	ENST00000568458
RNU1-51P	ENST00000365345
CTD-3088G3.8	ENST00000598234
IGLV3-29	ENST00000520084
MOB1AP2	ENST00000446060
MOB1AP2	ENST00000600185
RN7SL316P	ENST00000483452
LINC00376	ENST00000439454
RP11-63G10.2	ENST00000424592
RPL39P29	ENST00000447779
RNU4-56P	ENST00000364700
PABPC1P12	ENST00000428454
ITGA2	ENST00000296585
SC22CB-1D7.1	ENST00000453924
NDUFS5P4	ENST00000412983
CD99	ENST00000449611
MT1L	ENST00000565768
RP11-861E21.1	ENST00000589843
FASTKD2	ENST00000236980
RBM18	ENST00000417201
RP11-125M16.1	ENST00000457945
TAF7	ENST00000313368
FAT1P1	ENST00000406588
OR14A2	ENST00000366485
POLR3D	ENST00000306433
CTD-2184D3.7	ENST00000557898
COL4A5	ENST00000328300
RP11-21J7.1	ENST00000448412
RNA5SP407	ENST00000410275
RP11-481K9.4	ENST00000557282
RP11-169D4.2	ENST00000545254
MRPS14	ENST00000476371
TTC32	ENST00000333610
SGK494	ENST00000301037
RP11-123C21.1	ENST00000331871
RNA5SP197	ENST00000363357
TKTL1	ENST00000369915
TKTL1	ENST00000596987
LINC01010	ENST00000431422
RPL5P21	ENST00000404620
RAB40AL	ENST00000218249
RP11-648L3.2	ENST00000518536
RHOT1P1	ENST00000582468
IL17F	ENST00000336123
IGFBP1	ENST00000275525
CCDC63	ENST00000308208
TRIM51HP	ENST00000530412
RP11-326A19.3	ENST00000570120
IGLV2-23	ENST00000390306
RHAG	ENST00000371175
AC013733.4	ENST00000449835
AC104134.2	ENST00000413234
TARS2	ENST00000369064
PPAN	ENST00000556468
RP11-219D15.3	ENST00000608472
PGBD1	ENST00000259883
ALB	ENST00000295897
MIR490	ENST00000384865
RP11-478P10.1	ENST00000510444
ARHGAP28	ENST00000383472
RP11-96D24.1	ENST00000555636
RN7SL390P	ENST00000470634
AC093107.7	ENST00000431303
AC010761.9	ENST00000577325
RP11-334E6.3	ENST00000530918
SNORD121B	ENST00000458838
RNU6-251P	ENST00000363235
AP003774.6	ENST00000457725
BMPR1APS1	ENST00000403332
SERBP1P2	ENST00000436888
NIFKP6	ENST00000598115
RN7SL366P	ENST00000577957
MIR4486	ENST00000578325
AC003991.3	ENST00000600908
RP1-137D17.1	ENST00000440168
AC079779.4	ENST00000450709
RP11-466P24.6	ENST00000502589
CFTRP1	ENST00000456646
RP13-228J13.1	ENST00000412436
CTC-479C5.11	ENST00000573092
TTTY8B	ENST00000328819
RP11-848P1.9	ENST00000579692
RNF31	ENST00000324103
INGX	ENST00000359239
OR6W1P	ENST00000562451
OR6W1P	ENST00000496192
RP5-884G6.2	ENST00000454219
SEH1L	ENST00000399892
AC012075.2	ENST00000446580
RP11-100N20.1	ENST00000512502
RP11-810P12.1	ENST00000491725
RP11-75C10.9	ENST00000591110
BLZF2P	ENST00000553776
RP11-573J24.1	ENST00000523265
SLC22A31	ENST00000562855
RNU6-774P	ENST00000363238
ZKSCAN1	ENST00000324306
OR52I1	ENST00000450052
KCTD10	ENST00000228495
RP11-71C5.2	ENST00000426579
RNF175	ENST00000347063
RNU6-360P	ENST00000390944
PPIL2	ENST00000412327
EHBP1	ENST00000263991
OR4F3	ENST00000456475
CRY2	ENST00000443527
RP11-10J21.4	ENST00000517658
CTC-512J14.1	ENST00000460281
BEND3	ENST00000369042
BEND3	ENST00000606766
KLHL22	ENST00000328879
RP5-1184F4.5	ENST00000442179
RNU6-547P	ENST00000516273
SP140	ENST00000392045
RP11-127H13.1	ENST00000605793
RP11-810P12.5	ENST00000524942
RP4-555D20.4	ENST00000606217
ACTR6P1	ENST00000514311
SNORD115-19	ENST00000363098
CTD-2396E7.7	ENST00000594355
NUP210P1	ENST00000357061
AC006547.13	ENST00000601746
MTOR	ENST00000361445
GPR17	ENST00000272644
RP11-77K12.3	ENST00000563554
RP11-531F16.4	ENST00000608000
RSL24D1P2	ENST00000445584
RP13-884E18.2	ENST00000505454
AC078899.4	ENST00000599065
AC078899.4	ENST00000602196
ASPN	ENST00000375544
ASB2	ENST00000555019
RP11-642C5.1	ENST00000604955
RP11-561B11.1	ENST00000459899
TSACC	ENST00000368251
RP4-673M15.1	ENST00000608450
RP11-190A12.7	ENST00000536779
IL1F10	ENST00000337569
CDK12	ENST00000447079
LINC00604	ENST00000508437
HMGB1P8	ENST00000558211
RP11-482H16.1	ENST00000607540
RP11-235E17.5	ENST00000575326
MAPK6PS4	ENST00000517873
RNU6-424P	ENST00000384367
USF1	ENST00000368020
CTB-55O6.4	ENST00000590528
RP11-410D17.2	ENST00000500117
RP11-101O6.2	ENST00000413921
U52111.14	ENST00000599052
U52111.14	ENST00000434284
RN7SL140P	ENST00000581321
FAM160B2	ENST00000289921
SSNA1	ENST00000322310
GHR	ENST00000230882
RP1-145M24.1	ENST00000531489
FKBP10	ENST00000321562
FKBP10	ENST00000568842
RP11-242J7.1	ENST00000522554
GRIN2A	ENST00000330684
PPM1F	ENST00000263212
HERPUD2	ENST00000311350
RP11-44B19.1	ENST00000606841
AF196970.3	ENST00000601027
AF196970.3	ENST00000416061
C5orf51	ENST00000381647
BICD1	ENST00000281474
RP11-47J17.2	ENST00000454086
TRAV36DV7	ENST00000390463
GADD45G	ENST00000252506
AP000240.9	ENST00000609910
TMEM59L	ENST00000262817
CCNE2	ENST00000308108
RP11-945C19.4	ENST00000582939
RPL5P6	ENST00000425640
CASC20	ENST00000415932
NAB2	ENST00000300131
AC105398.3	ENST00000446073
GNPTAB	ENST00000299314
CER1	ENST00000380911
HCG4P5	ENST00000580020
HCG4P5	ENST00000428199
HCG4P5	ENST00000445820
HCG4P5	ENST00000417944
HCG4P5	ENST00000453518
HCG4P5	ENST00000451967
HCG4P5	ENST00000450479
HCG4P5	ENST00000429656
HCG4P5	ENST00000442281
MIR516B1	ENST00000385211
LRRC24	ENST00000529415
MIR548I1	ENST00000408810
SETD2	ENST00000409792
TM4SF19-AS1	ENST00000452051
RP4-800F24.1	ENST00000432081
AC002456.2	ENST00000441971
SNORD42B	ENST00000458893
RN7SL482P	ENST00000487928
ALG1L11P	ENST00000511660
RP11-10A14.8	ENST00000522241
RP11-158I3.3	ENST00000595705
RP11-107C10.1	ENST00000566109
RP11-46I1.1	ENST00000552558
CLDND1	ENST00000437922
TRAFD1	ENST00000257604
RP11-396C23.2	ENST00000602806
FAM129B	ENST00000373312
RP11-554D14.2	ENST00000547904
TCEB1P11	ENST00000436690
RP11-45A12.2	ENST00000530039
CHI3L1	ENST00000255409
RP11-554D14.7	ENST00000552154
IGHM	ENST00000390559
IGHM	ENST00000605693
RNU6-188P	ENST00000364207
RP11-521M14.2	ENST00000521869
SYCN	ENST00000318438
ANKRD52	ENST00000267116
RP11-556I14.2	ENST00000515127
CTB-23I7.1	ENST00000517788
RNU6-1008P	ENST00000384160
ARPC3P1	ENST00000437218
RP1-213J1P__B.1	ENST00000440255
CNPY4	ENST00000262932
FAM124B	ENST00000409685
PPP1R11P2	ENST00000423543
XXbac-BPG308J9.3	ENST00000416315
XXbac-BPG308J9.3	ENST00000445920
XXbac-BPG308J9.3	ENST00000419230
XXbac-BPG308J9.3	ENST00000411485
XXbac-BPG308J9.3	ENST00000455018
XXbac-BPG308J9.3	ENST00000441381
CDKL2	ENST00000307465
RP11-393B14.2	ENST00000604762
GS1-5L10.1	ENST00000522980
KHSRPP1	ENST00000427983
TRIM60P13	ENST00000432350
SCGB2A2	ENST00000525380
ATP5J2P3	ENST00000542708
H2AFZP6	ENST00000444403
RP11-700E23.2	ENST00000518042
RP11-567G11.1	ENST00000440726
CTA-246H3.11	ENST00000434827
AF127936.3	ENST00000455253
IZUMO3	ENST00000543880
AC002306.1	ENST00000559614
RP11-252O18.3	ENST00000462177
LINC00446	ENST00000414743
AMER2	ENST00000515384
AK5	ENST00000354567
TEX36-AS1	ENST00000446081
MKNK1-AS1	ENST00000602433
HIST3H2A	ENST00000366695
CDT1	ENST00000301019
RP11-431M7.3	ENST00000499292
GIPC1	ENST00000345425
U6	ENST00000581728
U6	ENST00000578062
U6	ENST00000575180
U6	ENST00000575271
U6	ENST00000571461
U6	ENST00000582197
U6	ENST00000583333
U6	ENST00000582932
U6	ENST00000584237
U6	ENST00000584333
U6	ENST00000579550
U6	ENST00000571117
U6	ENST00000578738
U6	ENST00000575440
U6	ENST00000576961
U6	ENST00000576331
U6	ENST00000571799
U6	ENST00000574193
U6	ENST00000574861
U6	ENST00000571478
U6	ENST00000580993
U6	ENST00000581846
U6	ENST00000584269
U6	ENST00000574754
U6	ENST00000583231
U6	ENST00000571280
U6	ENST00000572460
U6	ENST00000570558
U6	ENST00000573050
U6	ENST00000575910
U6	ENST00000576445
U6	ENST00000571295
U6	ENST00000575962
U6	ENST00000572282
U6	ENST00000585053
U6	ENST00000579598
U6	ENST00000579440
U6	ENST00000580668
U6	ENST00000571426
U6	ENST00000577293
U6	ENST00000577780
U6	ENST00000581939
U6	ENST00000459553
U6	ENST00000605989
U6	ENST00000606534
U6	ENST00000607728
U6	ENST00000580354
U6	ENST00000516787
U6	ENST00000491517
U6	ENST00000583133
U6	ENST00000583551
U6	ENST00000583652
U6	ENST00000579614
U6	ENST00000607561
U6	ENST00000605893
U6	ENST00000607737
U6	ENST00000607774
U6	ENST00000606801
U6	ENST00000606519
U6	ENST00000606404
U6	ENST00000606352
CARD10	ENST00000251973
DDR2	ENST00000367921
RNU1-41P	ENST00000516161
CTPS1	ENST00000372616
RP11-45I20.1	ENST00000456728
OR13D2P	ENST00000430667
AC009474.1	ENST00000455096
C11orf86	ENST00000308963
AC024937.4	ENST00000411669
ZKSCAN5	ENST00000326775
RP11-348N5.7	ENST00000603915
TRAJ3	ENST00000390534
RPL36	ENST00000347512
TPH1	ENST00000341556
RP11-301J16.7	ENST00000450212
GJB5	ENST00000338513
LINC00349	ENST00000448748
RP11-230C9.4	ENST00000604082
RHBDL2	ENST00000372985
UBE2V1P4	ENST00000425374
RMND5A	ENST00000283632
AC005324.7	ENST00000433051
EEF1GP2	ENST00000509352
ZNF703	ENST00000331569
PLCB4	ENST00000334005
CTD-2058B24.3	ENST00000554029
MIR99B	ENST00000384819
RP11-66N24.4	ENST00000554403
NKX6-1	ENST00000295886
RP11-175P13.3	ENST00000548404
AC097713.5	ENST00000430199
AC015849.2	ENST00000413928
AC015849.2	ENST00000605548
RP11-481A20.8	ENST00000530817
RP1-71H24.1	ENST00000552784
AC007620.3	ENST00000600539
COPS8P2	ENST00000473228
RP11-542K23.7	ENST00000433572
XXbac-BPG16N22.5	ENST00000538358
MIR3660	ENST00000584845
RP3-508I15.21	ENST00000609212
RP1-215K18.4	ENST00000456978
RP3-365O12.2	ENST00000451135
KB-1582A10.1	ENST00000518393
RAB32	ENST00000367495
SDCBPP2	ENST00000424643
PTP4A1P1	ENST00000420539
SLC27A6	ENST00000262462
RP11-441O15.3	ENST00000416191
RP11-358H18.2	ENST00000529781
OR5P2	ENST00000329434
OR5F2P	ENST00000532761
GOLGA8H	ENST00000566740
RP11-757G1.6	ENST00000512200
AC130464.1	ENST00000416201
RP11-508M8.1	ENST00000512965
OR7E86P	ENST00000505858
RP11-1070N10.4	ENST00000553785
RNU7-19P	ENST00000459135
NPPA	ENST00000376480
RP11-644K8.1	ENST00000452342
ZNF521	ENST00000361524
BUD31	ENST00000222969
RNU7-97P	ENST00000459399
HMGN2P24	ENST00000433516
RP11-369F10.2	ENST00000412137
RP11-109E12.1	ENST00000609270
AC073333.1	ENST00000597084
LYRM2	ENST00000412237
RN7SKP204	ENST00000365481
CD55	ENST00000367063
GPKOW	ENST00000156109
GPKOW	ENST00000598064
RP4-799P18.5	ENST00000412915
AC093732.1	ENST00000422201
RP11-369E15.3	ENST00000518967
CTD-2046I8.1	ENST00000505404
B3GALT2	ENST00000367434
TRIM74	ENST00000573986
TRIM74	ENST00000285805
TCEB1P34	ENST00000604436
RP4-803A2.2	ENST00000447420
SEMA5A	ENST00000382496
RP11-849F2.9	ENST00000602597
RN7SL526P	ENST00000469492
RN7SKP49	ENST00000516675
CHIT1	ENST00000367229
HIST1H2BB	ENST00000357905
MTND2P12	ENST00000417560
PPP1R3G	ENST00000405617
PGGT1BP1	ENST00000455321
RP11-333A23.2	ENST00000473114
RP11-242F11.2	ENST00000422023
CTD-2651B20.3	ENST00000559003
RP11-64K12.9	ENST00000558601
ACTBP6	ENST00000520036
OR8B3	ENST00000354597
COX6CP17	ENST00000421389
XIAP	ENST00000355640
RP11-760D2.11	ENST00000566570
CTC-366B18.4	ENST00000606908
RP11-119H12.5	ENST00000511960
ZNF607	ENST00000355202
ASB5	ENST00000296525
RP11-173P15.7	ENST00000542620
KIT	ENST00000288135
RP11-352M15.1	ENST00000549223
PLAUR	ENST00000340093
RBMY1A1	ENST00000303902
AC073254.1	ENST00000595732
RP4-784A16.5	ENST00000445039
TUBB3	ENST00000556922
TUBB3	ENST00000315491
ARMC1	ENST00000276569
CFC1	ENST00000259216
SNAP25	ENST00000254976
RP5-1031D4.2	ENST00000420395
PDC	ENST00000340129
MIR3156-1	ENST00000579389
TRMT13	ENST00000370141
RESP18	ENST00000333527
RN7SL228P	ENST00000470060
NCBP2	ENST00000321256
ZNF426	ENST00000253115
C1QL2	ENST00000272520
TMEM40	ENST00000431022
C10orf2	ENST00000311916
PPP1R13B	ENST00000202556
ARL2BPP10	ENST00000446487
RN7SL735P	ENST00000471015
RPL13A	ENST00000467825
KRT222	ENST00000476049
KRT222	ENST00000394052
YTHDC1	ENST00000552105
YTHDC1	ENST00000579690
TARS2P1	ENST00000506124
RP1-37J18.2	ENST00000420522
LINC00968	ENST00000499425
RP1-68D18.4	ENST00000528869
CTD-2014B16.1	ENST00000555712
RPL7AP11	ENST00000486538
RP11-332J15.4	ENST00000606566
CTD-2228A4.1	ENST00000606282
ZNF613	ENST00000293471
CBX3	ENST00000337620
WEE2	ENST00000397541
WEE2	ENST00000574659
CTB-50L17.2	ENST00000592027
HEATR5A	ENST00000543095
RNU6-502P	ENST00000362419
RP11-208K4.1	ENST00000560900
MKRN7P	ENST00000433469
GS1-466O4.2	ENST00000444765
RPL7AL3	ENST00000443141
SSX4	ENST00000595235
SSX4	ENST00000376886
SSX4	ENST00000595689
DEXI	ENST00000331808
BICC1	ENST00000373886
KB-1732A1.1	ENST00000517910
RNU2-56P	ENST00000516826
GNG5	ENST00000370641
IL13RA2	ENST00000243213
IL13RA2	ENST00000599692
CBLL1	ENST00000440859
DUX4L9	ENST00000449051
HNRNPA3P12	ENST00000437410
RP11-195E2.1	ENST00000445744
RP11-3P22.2	ENST00000435148
COL6A4P2	ENST00000504443
RN7SL602P	ENST00000578326
MTHFD2P5	ENST00000320415
FAM201B	ENST00000545408
HSPD1P6	ENST00000388967
TLR4	ENST00000355622
RP11-323I1.1	ENST00000456240
KRT17	ENST00000311208
SNORD102	ENST00000384769
RP5-827A12.2	ENST00000400354
RP11-350J20.12	ENST00000472053
RP5-827C21.2	ENST00000425104
HOXB13	ENST00000290295
ENOX1-AS1	ENST00000444442
RN7SL81P	ENST00000493781
MYLK3	ENST00000394809
IGHJ5	ENST00000488476
IGHJ5	ENST00000603111
P2RX1	ENST00000225538
RP11-339B21.10	ENST00000610052
RN7SKP258	ENST00000517151
TMEM178B	ENST00000565468
RP11-317N8.5	ENST00000555918
PDE7A	ENST00000401827
VPS72	ENST00000354473
KRT18P22	ENST00000402024
RP11-472F19.1	ENST00000419107
RP11-266L9.5	ENST00000571219
TFPI2	ENST00000222543
RP11-190J1.3	ENST00000458489
RP11-310I9.1	ENST00000506926
HBZP1	ENST00000354915
AC078899.1	ENST00000565386
AC078899.1	ENST00000521432
RP11-552F3.12	ENST00000587556
RP11-59H1.1	ENST00000464893
RP11-521L9.1	ENST00000562790
PHBP1	ENST00000392260
RP11-565J7.1	ENST00000416056
BMS1P15	ENST00000554269
EEF1A1P39	ENST00000440791
SNORD115-11	ENST00000363616
ACTG1P1	ENST00000415794
MIAT	ENST00000423278
AC005614.5	ENST00000595508
RP11-474P2.4	ENST00000552634
OR8J1	ENST00000574644
OR8J1	ENST00000303039
CMA1	ENST00000250378
NBEAP1	ENST00000556948
RPEL1	ENST00000441178
RP3-400B16.2	ENST00000403917
FAM47B	ENST00000329357
RP11-775A1.2	ENST00000529628
RP11-310P5.2	ENST00000515085
TBC1D10C	ENST00000312390
LINC00113	ENST00000442550
LINC00533	ENST00000456103
LINC00533	ENST00000504412
NHLRC1	ENST00000340650
RN7SL519P	ENST00000497925
RP11-752P2.2	ENST00000582687
CNR2	ENST00000374472
RP11-389O22.4	ENST00000457967
SLC25A1P4	ENST00000567977
RP11-421L21.2	ENST00000414686
RNU7-167P	ENST00000459160
RP11-111D3.2	ENST00000418652
TRPM4	ENST00000252826
RP11-54O7.2	ENST00000398216
RP11-158I13.2	ENST00000505973
ADAMTS18	ENST00000282849
RNA5SP77	ENST00000365394
METAP1	ENST00000296411
PRR3	ENST00000449754
PRR3	ENST00000383592
PRR3	ENST00000453232
PRR3	ENST00000432371
PRR3	ENST00000454399
PRR3	ENST00000427729
PRR3	ENST00000376560
CHPT1	ENST00000229266
AC008060.7	ENST00000401499
ODC1	ENST00000234111
RP11-105C19.1	ENST00000566098
RP11-104D21.2	ENST00000447309
RP11-104D21.2	ENST00000600914
RP11-552E10.1	ENST00000558185
PLCH2	ENST00000378486
LSP1	ENST00000381775
LSP1	ENST00000599825
IFNG	ENST00000229135
DNAJB12	ENST00000338820
RN7SKP163	ENST00000363221
SIN3B	ENST00000379803
