STYX	ENST00000354586
LINC00638	ENST00000555578
RP11-599B13.6	ENST00000498285
TOX4	ENST00000448790
RP13-395E19.4	ENST00000605648
LL0XNC01-240C2.1	ENST00000441761
RP11-46I1.2	ENST00000548007
ZFAND4	ENST00000344646
RNU7-141P	ENST00000459304
RP11-368M16.9	ENST00000421221
ARHGAP10	ENST00000336498
NPPA	ENST00000610706
RNU6-561P	ENST00000516222
RNU6-406P	ENST00000516470
OR52W1	ENST00000311352
SNORA14B	ENST00000384452
CCDC59	ENST00000256151
RPL29P33	ENST00000587474
MIR6854	ENST00000614935
LINC01044	ENST00000413637
UQCRB	ENST00000521036
CTD-2308N23.2	ENST00000437016
RP11-143E21.3	ENST00000611525
C6orf163	ENST00000388923
RP11-39M21.2	ENST00000558572
AC012358.7	ENST00000366153
ZBTB20-AS2	ENST00000478301
CDK5	ENST00000485972
RNU6ATAC4P	ENST00000387446
RCN2	ENST00000320963
LINC01416	ENST00000563553
RP11-467D6.1	ENST00000569710
AC006547.13	ENST00000596334
RP11-739P6.1	ENST00000623636
TCL1B	ENST00000340722
PCP4	ENST00000328619
KIAA0895	ENST00000297063
RP11-58C22.2	ENST00000622310
CDH12P3	ENST00000517935
NDUFB1P2	ENST00000449477
AMD1	ENST00000368885
FAM53A	ENST00000308132
RP11-159F24.2	ENST00000511991
RP11-545E17.3	ENST00000443631
NR0B1	ENST00000378970
RPS26P47	ENST00000427219
FAR1P1	ENST00000427163
RP11-406A20.5	ENST00000615347
AC005253.4	ENST00000593791
RP11-848G14.5	ENST00000515156
AC018512.1	ENST00000625006
CTD-2619J13.8	ENST00000599109
DEFB105B	ENST00000335510
OXCT2P1	ENST00000447263
SETP9	ENST00000423837
IPO7	ENST00000379719
RP11-5O17.1	ENST00000623443
RP11-15A1.9	ENST00000619673
CAST	ENST00000508830
PMS1	ENST00000441310
RPS21P1	ENST00000434479
ANKRD26P3	ENST00000454044
PCA3	ENST00000412654
RP11-351O1.3	ENST00000430304
HNRNPA1P56	ENST00000505767
RP11-259F16.3	ENST00000438591
RP11-798K23.3	ENST00000505650
RBMX	ENST00000320676
AC213203.1	ENST00000612315
RP11-745C15.2	ENST00000439413
CYSRT1	ENST00000409414
CABIN1	ENST00000263119
SRRT	ENST00000611405
CTD-2319I12.2	ENST00000589740
RP11-548P2.2	ENST00000608140
TMEM212	ENST00000334567
RP11-619J20.1	ENST00000509136
RP11-467I20.5	ENST00000442611
AHCYP5	ENST00000331585
ABHD14A-ACY1	ENST00000637978
RP11-486L19.2	ENST00000536986
LGI4	ENST00000310123
SYDE2	ENST00000341460
AC007391.2	ENST00000433893
CCDC150	ENST00000389175
RNU6-135P	ENST00000516769
SOGA1	ENST00000237536
RP11-161H23.5	ENST00000550468
RNU6-1327P	ENST00000365302
GAPDHP31	ENST00000509325
RP11-85B7.2	ENST00000574307
CPNE4	ENST00000502818
SPDYE2B	ENST00000436228
ZNF807	ENST00000328088
RP11-91J3.3	ENST00000503677
DBF4B	ENST00000315005
KRT8P45	ENST00000414328
APPBP2	ENST00000083182
LL0XNC01-116E7.5	ENST00000617723
AL049758.2	ENST00000423154
PSAT1	ENST00000376588
RP13-188A5.1	ENST00000452532
TRAV12-2	ENST00000390437
RP3-425P12.4	ENST00000405676
ICMT	ENST00000343813
ZNF280A	ENST00000302097
KRTCAP2	ENST00000295682
RNA5SP408	ENST00000516115
RP13-46H24.1	ENST00000526431
AC112229.1	ENST00000421567
RP11-85A1.3	ENST00000566847
ZNF72P	ENST00000425869
RP11-5A11.2	ENST00000529260
RP11-282M16.1	ENST00000567857
TH2LCRR	ENST00000435042
OR4S2	ENST00000312422
RP11-1114A5.4	ENST00000435597
AC002511.2	ENST00000413796
RPL12P17	ENST00000432393
CTC-525D6.2	ENST00000579268
AP001350.4	ENST00000625104
RP11-109E12.1	ENST00000609270
CFL2	ENST00000298159
RS1	ENST00000379984
HHIP	ENST00000296575
IGKV1-33	ENST00000473726
MIR4757	ENST00000584244
RP11-360N9.2	ENST00000623462
NCLP2	ENST00000416078
OAS1	ENST00000445409
ACTR1A	ENST00000369905
MAML2	ENST00000524717
RP11-486I11.2	ENST00000615722
CHM	ENST00000357749
RP11-71E19.2	ENST00000514281
RPL23AP93	ENST00000440847
CTD-2027I19.2	ENST00000598671
LINC00973	ENST00000473756
RGAG4	ENST00000479991
RP4-601P9.2	ENST00000551875
TDGF1P5	ENST00000523009
WDR90	ENST00000549091
CTC-559E9.8	ENST00000585571
RP11-355N15.2	ENST00000615568
HMGN1P13	ENST00000505795
AC090952.5	ENST00000424242
MIR656	ENST00000385224
RNU6-440P	ENST00000390882
RP11-49I4.3	ENST00000490324
RP1-197B17.3	ENST00000547799
DUSP4	ENST00000240100
GADD45B	ENST00000587345
RASGRF2-AS1	ENST00000505107
HTN1	ENST00000246896
CTC-340I23.2	ENST00000520705
CTD-2020K17.3	ENST00000587534
C2orf81	ENST00000290390
AC092628.3	ENST00000436250
HIGD1C	ENST00000398455
RP5-834N19.1	ENST00000420059
RP11-170L3.2	ENST00000561866
RP6-65G23.5	ENST00000622856
AC011524.1	ENST00000591285
TUG1_2	ENST00000614234
MIR4744	ENST00000581563
CFAP44	ENST00000465636
TAT-AS1	ENST00000561529
Z69720.3	ENST00000624755
RP11-453N3.1	ENST00000423458
APOL2	ENST00000451256
RP11-313P18.1	ENST00000557891
TAS1R2	ENST00000375371
CD300C	ENST00000330793
CHST11	ENST00000303694
RUBCNL	ENST00000389908
OR4A40P	ENST00000533878
RP11-1094M14.5	ENST00000592908
CTC-453G23.4	ENST00000594589
HMBS	ENST00000278715
RBBP5	ENST00000264515
RP11-68I3.10	ENST00000582367
FGA	ENST00000302053
RP11-829H16.3	ENST00000555108
CTC-467M3.3	ENST00000508719
FLT3	ENST00000241453
GAS2L3	ENST00000266754
CTD-2561J22.3	ENST00000600810
CYSLTR2	ENST00000282018
DDX56	ENST00000258772
MIR9-3HG	ENST00000536780
GUCA1B	ENST00000230361
ALKBH3-AS1	ENST00000499194
FAR2P1	ENST00000449170
MAGED1	ENST00000375695
HEATR5B	ENST00000233099
IGHGP	ENST00000390555
LRRC10	ENST00000361484
FLAD1	ENST00000292180
CHAC1	ENST00000446533
HIGD1AP18	ENST00000520730
ATRAID	ENST00000380171
ZNF840P	ENST00000504759
STPG2-AS1	ENST00000508933
RP11-92K15.3	ENST00000607017
CT47A2	ENST00000458218
IFI35	ENST00000438323
CTC-297N7.7	ENST00000581947
TMEFF1	ENST00000374879
RP11-404I7.1	ENST00000511916
RNU1-77P	ENST00000390868
MRGBP	ENST00000370487
RP11-61D3.1	ENST00000420146
ASAP1	ENST00000518721
RP11-299H22.4	ENST00000566935
RP11-106J23.1	ENST00000472115
IGKV2OR2-7D	ENST00000603664
GFAP	ENST00000586793
MRO	ENST00000436348
AP3S1	ENST00000316788
RP11-686G8.5	ENST00000613137
RPSAP17	ENST00000437336
OGT	ENST00000373719
RP11-505P4.5	ENST00000407268
AC006150.1	ENST00000412014
MTCO2P17	ENST00000424336
FKBPL	ENST00000375156
TTC21B	ENST00000243344
SEPT14P12	ENST00000442280
CH507-24F1.2	ENST00000621924
RP1-158P9.1	ENST00000435828
DKKL1	ENST00000221498
RP11-837J7.4	ENST00000612793
RAX2	ENST00000555633
PRPF38AP2	ENST00000438179
RN7SKP156	ENST00000410308
RP11-203P23.2	ENST00000431233
RP13-20L14.10	ENST00000623828
AC008993.2	ENST00000632280
MRPS18AP1	ENST00000414458
PKN3	ENST00000291906
MPHOSPH10	ENST00000244230
LINC00423	ENST00000421002
CTD-2320J21.2	ENST00000437088
PRKAG3	ENST00000233944
IFNA22P	ENST00000458710
RP11-599B13.9	ENST00000611383
RP11-656G20.1	ENST00000503430
CTD-2117L12.1	ENST00000504333
KRT18P3	ENST00000451602
CLIC3	ENST00000494426
RP11-715J22.4	ENST00000566085
DAZ4	ENST00000382296
KDELC1	ENST00000376004
RP11-416I2.1	ENST00000562897
SETP2	ENST00000553886
RP11-289F5.1	ENST00000397864
CSMD2	ENST00000373381
RP11-12K11.1	ENST00000494739
RBMY2GP	ENST00000418671
AC016751.2	ENST00000458254
RP13-560N11.1	ENST00000504249
SERHL	ENST00000455578
GOLGA8F	ENST00000532622
SRP14	ENST00000267884
MIR4443	ENST00000585052
RP11-1028N23.2	ENST00000548457
RNU6-193P	ENST00000410977
LINC01546	ENST00000457435
KRTAP3-4P	ENST00000430780
RP1-78B3.1	ENST00000625157
AC104667.3	ENST00000452801
RP11-522N14.2	ENST00000539391
UGT2B4	ENST00000305107
CTD-2350C19.5	ENST00000579654
EIF4HP1	ENST00000453115
TBC1D10B	ENST00000409939
RP11-56H16.1	ENST00000393026
RNA5SP182	ENST00000516064
SNAPC2	ENST00000221573
CTD-2554C21.1	ENST00000587765
KMT2E	ENST00000257745
SNRPEP6	ENST00000407465
MIR6074	ENST00000612054
AC005534.6	ENST00000431047
TPT1P12	ENST00000448968
FAM104A	ENST00000405159
MIR100	ENST00000385259
GHc-1077H7.2	ENST00000620830
RP11-22H5.2	ENST00000567359
SLC25A31	ENST00000281154
SLC35A2	ENST00000452555
CENPC	ENST00000273853
IGHVIII-51-1	ENST00000519403
RP11-467I20.3	ENST00000420757
SASH3	ENST00000356892
ATP5A1	ENST00000282050
PRRT3-AS1	ENST00000431558
AC002429.5	ENST00000637269
RN7SKP204	ENST00000365481
RP11-402J6.3	ENST00000321285
CTD-2301A4.1	ENST00000468335
FNIP1	ENST00000510461
BCAP29	ENST00000379119
IL10RB-AS1	ENST00000411998
TRIM67	ENST00000366653
SIX3-AS1	ENST00000419364
PIK3CD-AS2	ENST00000415330
FOXP2	ENST00000408937
CXCL17	ENST00000601181
RPL18AP3	ENST00000462885
KCTD5	ENST00000564195
RP11-809H16.4	ENST00000559495
PPP1R13L	ENST00000360957
SYT1	ENST00000261205
SLC6A7	ENST00000524041
MIR4276	ENST00000584832
ZNF563	ENST00000293725
UGT1A11P	ENST00000456635
SIGLEC15	ENST00000389474
BICDL2	ENST00000389347
RN7SL134P	ENST00000579756
RP11-513M16.8	ENST00000609982
PLET1	ENST00000338832
R3HDM2P2	ENST00000401880
RP11-279O22.1	ENST00000622492
USP17L17	ENST00000614762
CACNA1S	ENST00000362061
STX8P1	ENST00000603161
CTD-2620I22.2	ENST00000597698
TMEM254-AS1	ENST00000412298
RP11-3K24.1	ENST00000475274
RP11-493L12.6	ENST00000546707
OR9P1P	ENST00000496431
RP11-746M1.1	ENST00000580962
KIF6	ENST00000287152
RP4-631H13.2	ENST00000446786
LSM7	ENST00000252622
LINC01550	ENST00000502187
CA5AP1	ENST00000568175
RP11-530N7.2	ENST00000572223
CCNH	ENST00000256897
RPS27AP3	ENST00000453803
KRT42P	ENST00000438131
KRT12	ENST00000251643
GRAMD1A	ENST00000599564
BEX1	ENST00000372728
CTD-2353F22.2	ENST00000624112
CTB-179I1.1	ENST00000503840
LRFN5	ENST00000298119
RP11-353P15.1	ENST00000554142
RPS10P27	ENST00000586795
SNX5P1	ENST00000505757
CPB2	ENST00000181383
C3orf79	ENST00000623038
RP11-56L13.3	ENST00000624045
LINC01128	ENST00000445118
RP11-44N11.2	ENST00000607710
CTB-186G2.1	ENST00000589557
ADSSL1	ENST00000332972
AMACR	ENST00000382085
CTC-429C10.7	ENST00000636268
RP11-472I20.5	ENST00000636385
MIR548BB	ENST00000626714
AC000367.1	ENST00000452711
RP11-315I20.3	ENST00000415065
CBWD2	ENST00000259199
LDLRAD4	ENST00000359446
SLC35B2	ENST00000393812
RPL23AP76	ENST00000441860
AC005042.5	ENST00000449526
DGCR12	ENST00000629517
CSN3	ENST00000304954
RP11-449J21.5	ENST00000590137
SPG20-AS1	ENST00000493739
AC013271.3	ENST00000417926
RP11-521I2.3	ENST00000564694
RP11-1260E13.1	ENST00000570501
LINC01213	ENST00000498005
SLC26A1	ENST00000361661
NDUFC2-KCTD14	ENST00000612612
AC005592.3	ENST00000566527
HTR3D	ENST00000382489
RN7SKP254	ENST00000410685
OSTCP1	ENST00000522287
RNU6-1158P	ENST00000391167
PUM3	ENST00000397885
OR11M1P	ENST00000415975
RN7SL795P	ENST00000469617
FLCN	ENST00000285071
PIK3R2	ENST00000222254
RP11-150C16.1	ENST00000547590
EIF2B3	ENST00000360403
RNASEH1P2	ENST00000419919
DOK1	ENST00000233668
APOOP1	ENST00000604695
RPL21P3	ENST00000395517
RP11-285E9.5	ENST00000584075
FAM76A	ENST00000010299
AC002553.4	ENST00000453217
HSP90B3P	ENST00000415545
NEUROG3	ENST00000242462
RP11-148O21.6	ENST00000602626
MTCO3P12	ENST00000416718
CTD-2026G22.1	ENST00000529674
RP11-105C19.2	ENST00000567401
MAN1A2P1	ENST00000590286
RP11-645C24.6	ENST00000622730
TRAV5	ENST00000390427
OR7E99P	ENST00000505750
RP11-392E22.5	ENST00000504791
C11orf44	ENST00000317019
RP11-9N12.3	ENST00000623885
SPACA5B	ENST00000304270
PTPA	ENST00000337738
RP11-303E16.6	ENST00000563072
RPL23AP30	ENST00000432419
RP11-347H15.4	ENST00000525654
RP1-230L10.1	ENST00000452944
MED28P4	ENST00000433137
KIRREL3-AS1	ENST00000548204
RP11-11H9.2	ENST00000626622
RP4-734P14.4	ENST00000461548
SPG21	ENST00000204566
DEFB136	ENST00000382209
CTD-2105E13.6	ENST00000591954
RD3	ENST00000367002
DPY19L2	ENST00000324472
PPM1H	ENST00000228705
CTD-2231E14.4	ENST00000585520
MYOF	ENST00000359263
FSCN1	ENST00000382361
AC092066.6	ENST00000425131
ZYG11A	ENST00000371528
BNIPL	ENST00000368931
RP11-897M7.4	ENST00000618927
ZNF641	ENST00000301042
AC004702.2	ENST00000580225
ADAMTS17	ENST00000268070
RRAD	ENST00000299759
LINC00642	ENST00000419459
RP11-802O23.3	ENST00000607214
AC078899.4	ENST00000599065
TDRD15	ENST00000405799
MCFD2P1	ENST00000417812
RNU6-289P	ENST00000364093
EEF1DP4	ENST00000446006
DEAR	ENST00000605147
RNU7-176P	ENST00000458792
DUX4L45	ENST00000566406
OGFOD1	ENST00000566157
ANXA6	ENST00000354546
PRSS57	ENST00000613411
GLIS1	ENST00000628545
AQP12B	ENST00000407834
RP11-211G3.2	ENST00000450760
THEM7P	ENST00000525689
MGC45922	ENST00000635639
RNA5SP39	ENST00000411245
ST8SIA2	ENST00000268164
LINC00397	ENST00000606785
CLPTM1	ENST00000337392
RP11-466A19.6	ENST00000583156
AP000357.4	ENST00000409926
INGX	ENST00000359239
ZNF117	ENST00000282869
RP11-395I6.2	ENST00000515422
RP11-567M16.3	ENST00000317008
DPCD	ENST00000370151
RP11-428C6.2	ENST00000565306
EIF2B2	ENST00000266126
GATS	ENST00000454084
RPSAP38	ENST00000475442
UNC5A	ENST00000329542
UIMC1	ENST00000377227
IGHV3-52	ENST00000519770
KB-173C10.1	ENST00000523554
EXOSC10	ENST00000376936
GJD3	ENST00000578689
RP11-339B21.13	ENST00000609315
RP11-119H12.5	ENST00000511960
EDC4	ENST00000358933
AC009411.1	ENST00000412424
MGST1	ENST00000010404
CTC-281M20.4	ENST00000507398
ABCC1	ENST00000399410
AP001469.5	ENST00000418029
RNU6-398P	ENST00000384143
MPRIP-AS1	ENST00000428367
GALNT2	ENST00000366672
RP3-442L6.4	ENST00000624993
RP3-326I13.1	ENST00000440955
RNU6-855P	ENST00000410395
AP003900.6	ENST00000622592
P3H1	ENST00000236040
PRRC2A	ENST00000376007
THAP5P1	ENST00000439089
RP11-65N13.6	ENST00000453641
OR1A1	ENST00000304094
RP1-97G4.1	ENST00000552736
RNU7-84P	ENST00000516083
CRAMP1	ENST00000293925
RP11-367H5.8	ENST00000435591
AC008067.2	ENST00000630660
AC008592.5	ENST00000510343
RNU6-908P	ENST00000410160
MAP1LC3B	ENST00000268607
RP11-210H10__A.1	ENST00000429807
CTC-276P9.3	ENST00000509530
COPS5	ENST00000357849
NUDT16P1	ENST00000499077
RP13-297E16.4	ENST00000427886
RP11-77H9.5	ENST00000564919
MED8	ENST00000290663
TTTY25P	ENST00000558356
TPRN	ENST00000409012
BOD1	ENST00000311086
RP11-95J11.1	ENST00000572774
RPS6KC1	ENST00000366960
GCLC	ENST00000229416
KB-1517D11.2	ENST00000518956
MMP16	ENST00000286614
RP4-799P18.5	ENST00000412915
RP11-111A24.2	ENST00000603543
KRT18P53	ENST00000431919
CTB-147C22.3	ENST00000596021
AC145212.2	ENST00000613230
CDH23	ENST00000224721
RP11-258F22.2	ENST00000564417
RP11-481L19.2	ENST00000636038
TUBA3GP	ENST00000410028
RP11-700A24.1	ENST00000623909
RPL19P21	ENST00000424919
RPL21P11	ENST00000461458
PDGFRB	ENST00000261799
RPL7AP58	ENST00000498657
RP11-25I15.2	ENST00000548764
RP11-258B16.1	ENST00000591558
ZNF445	ENST00000396077
HIGD1AP15	ENST00000416198
MARCH9	ENST00000266643
AC138517.6	ENST00000637503
CDADC1	ENST00000251108
RP11-21M24.3	ENST00000566764
CISD3	ENST00000613478
PDHA1P1	ENST00000603779
RPL19	ENST00000225430
MIR5693	ENST00000577722
SLAIN2	ENST00000264313
CASC8	ENST00000502082
RP11-676J12.9	ENST00000612517
RPS15AP3	ENST00000497800
HAUS1P3	ENST00000523909
ABHD15-AS1	ENST00000581474
SRSF12	ENST00000452027
MTND3P5	ENST00000512798
COX7B2	ENST00000355591
AP1B1P2	ENST00000416196
RP11-849N15.3	ENST00000623265
GLRA3	ENST00000274093
RP11-548K12.3	ENST00000458734
RP11-475D10.4	ENST00000625011
RBAKDN	ENST00000498308
FAM26F	ENST00000368605
MTND5P32	ENST00000560711
RP11-145E5.5	ENST00000404796
RP11-395A23.1	ENST00000637608
ZFPL1	ENST00000294258
RP11-697N18.3	ENST00000519856
HSPE1P4	ENST00000550617
RP11-182J1.13	ENST00000559866
OR2S2	ENST00000341959
RP11-526I8.2	ENST00000580510
RNU6-63P	ENST00000516690
FRAT2	ENST00000371019
AP000472.2	ENST00000420255
MRPL50P1	ENST00000431951
UBE2HP1	ENST00000517466
RP11-392A14.9	ENST00000621125
PRLR	ENST00000618457
PCK1	ENST00000319441
RP11-605P22.1	ENST00000636634
RNA5SP448	ENST00000363151
MIR4684	ENST00000581646
RP11-2F9.4	ENST00000565129
RP11-536C10.16	ENST00000550928
RALB	ENST00000272519
RP11-113K21.4	ENST00000533329
CTD-2244C20.1	ENST00000506094
AC024067.1	ENST00000426199
RNU6-903P	ENST00000391270
LCMT1-AS1	ENST00000563962
RNA5SP235	ENST00000365411
RP11-297C4.1	ENST00000563751
HOPX	ENST00000554144
RP11-302F12.2	ENST00000506450
COX6CP10	ENST00000416832
RP11-499F3.2	ENST00000560054
IGKV2D-36	ENST00000518643
DIAPH3-AS1	ENST00000435636
RP4-666O22.3	ENST00000604764
HOXD8	ENST00000313173
AGAP13P	ENST00000417888
ENPP5	ENST00000230565
RP11-66C24.1	ENST00000448065
RNU1-13P	ENST00000384499
NEIL3	ENST00000264596
RNU6-301P	ENST00000384277
RN7SKP32	ENST00000410167
AC013474.4	ENST00000440018
KIAA0087	ENST00000242109
CACNA1C-AS2	ENST00000545526
FABP5P11	ENST00000430910
EBLN3P	ENST00000625445
RNA5SP104	ENST00000410989
PMS2P9	ENST00000441237
SEC14L3	ENST00000215812
RP11-295M18.6	ENST00000609941
CCT8P1	ENST00000413611
LINC00393	ENST00000452852
GLUDP5	ENST00000414627
BLOC1S5-TXNDC5	ENST00000439343
RP1-253P7.4	ENST00000354746
RP11-251G23.5	ENST00000609827
RP3-389A20.5	ENST00000427102
NDUFB5P2	ENST00000398690
SULT1C2	ENST00000437390
RP11-46A10.5	ENST00000358073
IPO7P1	ENST00000442031
NTF6B	ENST00000591913
MAP3K12	ENST00000547035
RP11-571F15.3	ENST00000372214
RBBP4P2	ENST00000478252
DNLZ	ENST00000371738
NPM1P45	ENST00000583151
POTEM	ENST00000547889
RP11-415K20.1	ENST00000487348
RP11-812E19.9	ENST00000569103
ERG	ENST00000398919
RP3-358H7.1	ENST00000444622
IFT74	ENST00000380062
MIR409	ENST00000362237
FAM101A	ENST00000546355
RNU6-598P	ENST00000364017
OR52L1	ENST00000332249
USP17L20	ENST00000613757
IPO4	ENST00000354464
PSPN	ENST00000597721
CYCSP5	ENST00000415043
RP11-803D5.4	ENST00000603052
RP11-259P1.1	ENST00000414989
MC5R	ENST00000324750
LL22NC03-88E1.18	ENST00000611529
RP11-365F18.6	ENST00000604318
RP11-499A10.3	ENST00000613623
RNY4P30	ENST00000410216
EEF1AKMT1	ENST00000382754
RP11-556H2.2	ENST00000562685
RP11-69E11.8	ENST00000415255
GRK3	ENST00000324198
RUNDC3A	ENST00000426726
ECE1	ENST00000374893
MIR2117HG	ENST00000588060
AC063979.1	ENST00000415539
AC006227.1	ENST00000443123
CH17-140K24.8	ENST00000624396
LINC01444	ENST00000580867
RP5-958B11.1	ENST00000637240
ING5	ENST00000636051
SERPINB13	ENST00000269489
FAM86C2P	ENST00000528089
PNRC1	ENST00000336032
CPSF4	ENST00000292476
CTC-343N3.1	ENST00000332881
RP11-6B6.3	ENST00000411645
CCDC17	ENST00000528266
JMJD4	ENST00000366758
GKN2	ENST00000328895
GCAT	ENST00000323205
GYPE	ENST00000358615
RP11-146F11.4	ENST00000562444
RP11-983C2.3	ENST00000543451
STAP1	ENST00000265404
GJA9	ENST00000357771
TCEB3	ENST00000418390
TM4SF1-AS1	ENST00000496491
MIR5692A2	ENST00000582551
MIR411	ENST00000362239
CTD-2010I22.2	ENST00000506492
SEBOX	ENST00000536498
MTHFD2P1	ENST00000494840
LINC00632	ENST00000370535
RP11-340L3.1	ENST00000623195
OR4F8P	ENST00000589943
CAB39P1	ENST00000502277
XXbac-BPG170G13.31	ENST00000604495
RP11-171I2.3	ENST00000605021
MTCO2P25	ENST00000447065
PSMG1	ENST00000331573
CNN2P7	ENST00000400583
AC013733.4	ENST00000449835
SMG7-AS1	ENST00000624060
AC015922.6	ENST00000418821
LL21NC02-1C16.2	ENST00000609953
CIDEA	ENST00000320477
RP11-467J12.4	ENST00000619363
CDRT15	ENST00000420162
RP11-524L6.3	ENST00000512973
CH17-472G23.1	ENST00000612320
RP4-704D21.2	ENST00000425109
LINC01231	ENST00000452746
TIMM23	ENST00000580018
MTND5P26	ENST00000426018
RP11-126O1.5	ENST00000588144
LOH12CR2	ENST00000381800
LRRC37A17P	ENST00000570311
EDN3	ENST00000337938
RPL21P103	ENST00000479921
RPL36	ENST00000347512
MISP	ENST00000215582
RP11-64B16.2	ENST00000392530
MIR326	ENST00000362220
RP11-395N3.2	ENST00000607970
ZNF460	ENST00000360338
IL23A	ENST00000228534
AC092568.1	ENST00000440950
ARHGEF18	ENST00000359920
DGKQ	ENST00000273814
PRMT3	ENST00000331079
RN7SL684P	ENST00000465665
PLGRKT	ENST00000223864
NBPF20	ENST00000369373
KCTD13	ENST00000308768
AC007249.3	ENST00000404616
ALG3P1	ENST00000508806
RP11-541G9.1	ENST00000552238
TBC1D10A	ENST00000403477
MIR5580	ENST00000580850
KRT26	ENST00000335552
BACH1-IT2	ENST00000436529
PIGPP2	ENST00000411569
RP11-323I15.5	ENST00000559246
SZRD1	ENST00000401088
RP11-104N10.1	ENST00000565623
COX20P2	ENST00000452636
RP1-276E15.1	ENST00000525573
MIR3666	ENST00000607845
RPL4P3	ENST00000428881
RNU4-60P	ENST00000517239
RP11-147L13.8	ENST00000591222
EEF1DP8	ENST00000534760
RP11-19O2.1	ENST00000502834
IGF2R	ENST00000356956
MIR548H4	ENST00000408689
CTC-542B22.1	ENST00000585025
RP11-101B14.1	ENST00000514668
OVOL1	ENST00000335987
CD53	ENST00000271324
PLEC	ENST00000322810
RP11-162A12.2	ENST00000585258
CLCN7	ENST00000262318
RELL1	ENST00000314117
RP11-856M7.7	ENST00000582221
RP11-385F5.5	ENST00000608547
RP11-291L19.1	ENST00000435399
RP11-155N3.4	ENST00000619393
AC245100.1	ENST00000629247
AC009963.6	ENST00000458090
TGM3	ENST00000381458
RPSAP55	ENST00000477347
MIR941-3	ENST00000637366
TOMM5	ENST00000401811
SNORD116-26	ENST00000516006
RP11-45A17.3	ENST00000623138
ATP6V1G1P6	ENST00000504007
GAPDHP51	ENST00000426454
RBMY1J	ENST00000250831
RP11-673C5.1	ENST00000569046
EBF4	ENST00000342725
KRTAP9-2	ENST00000377721
RP4-751H13.5	ENST00000623941
TNRC6A	ENST00000395799
RP11-809O17.1	ENST00000517908
C5orf42	ENST00000425232
RP11-461L18.1	ENST00000561496
RP13-213K19.1	ENST00000420303
SLC20A1P3	ENST00000555979
CTC-525D6.1	ENST00000582581
RP11-697H9.3	ENST00000542805
RP11-179A10.1	ENST00000525758
AC009477.7	ENST00000452936
PTPRQ	ENST00000616559
RP11-179K3.2	ENST00000425902
MTND5P13	ENST00000513046
SPRR2C	ENST00000290702
MIR6736	ENST00000616799
RP11-159D12.5	ENST00000578794
KDSR	ENST00000406396
TNPO1P1	ENST00000423641
RNU6-1249P	ENST00000363237
RP11-159F24.6	ENST00000512498
MIR135B	ENST00000362189
NDUFS5P1	ENST00000405668
MIR99B	ENST00000384819
STMN1	ENST00000426559
RP11-699L21.2	ENST00000426616
CYP4V2	ENST00000378802
ADGRL1	ENST00000340736
RP11-494O16.3	ENST00000422315
CLEC3B	ENST00000296130
RP11-476B13.2	ENST00000442640
RP11-349I1.2	ENST00000536735
RP11-232A1.2	ENST00000457409
VENTXP5	ENST00000523979
MIR509-1	ENST00000385265
RP11-434H6.7	ENST00000609183
AC004945.1	ENST00000416738
WNK3	ENST00000354646
AP001271.3	ENST00000445532
CRIPT	ENST00000238892
RP11-564A8.8	ENST00000604222
SCNM1	ENST00000368905
RP11-159K7.2	ENST00000508879
CTB-55O6.13	ENST00000622575
RP11-127O4.2	ENST00000450054
TRAPPC2P8	ENST00000440676
RP11-1055B8.2	ENST00000574472
IGLV3-13	ENST00000518475
ACTR3BP5	ENST00000448440
AVPI1	ENST00000370626
FBP2	ENST00000375337
RP11-402P6.13	ENST00000417668
MFSD12	ENST00000355415
RP11-452D2.1	ENST00000433508
RP11-285G1.15	ENST00000599308
TDGF1P7	ENST00000593394
VPS4A	ENST00000254950
RNU6ATAC32P	ENST00000516026
WDR73	ENST00000434634
SAG	ENST00000409110
RP11-6E9.5	ENST00000509956
VN1R40P	ENST00000455196
CYP4Z1	ENST00000334194
LINC00701	ENST00000418295
PCDHGA5	ENST00000518069
RNU6-106P	ENST00000384405
ASB17	ENST00000284142
MKRN4P	ENST00000444706
RNU6-548P	ENST00000517083
RP11-453D21.1	ENST00000604960
CYB5D1	ENST00000332439
ADARB2-AS1	ENST00000421697
RP11-1000B6.3	ENST00000564670
RPS6P7	ENST00000406279
CCT3	ENST00000295688
RP11-552J9.1	ENST00000422168
FSCN3	ENST00000265825
CTB-158E9.2	ENST00000520639
GBAP1	ENST00000459805
RP11-135A1.3	ENST00000457815
ARL6IP1P1	ENST00000545836
PPIHP1	ENST00000428428
RP11-118F19.1	ENST00000602862
ACCS	ENST00000263776
RP11-573E11.2	ENST00000526616
PARL	ENST00000317096
RNU6-751P	ENST00000516382
CTA-286B10.8	ENST00000631502
PGM5P3-AS1	ENST00000621255
RP11-62C3.8	ENST00000456945
DYNLL1P4	ENST00000549314
MRPS18C	ENST00000295491
RPS26P21	ENST00000475397
IL4I1	ENST00000341114
AC124861.1	ENST00000457178
ATP13A5-AS1	ENST00000414634
MOXD2P	ENST00000460233
CTC-296K1.3	ENST00000585620
RP4-533D7.6	ENST00000540385
PIK3R3	ENST00000540385
